รายการบัญชี - Seller Balance,,,สรุป,,,,,ยอดคงเหลือ,
หน่วยเงิน:,THB,,เงินเข้า,,เงินออก,,,ยอดตั้งต้น,89163.0
วันที่:,2023-02-27-2023-03-29,,จำนวนการทำรายการ:,311,จำนวนการทำรายการ:,5,,ยอดคงเหลือสุทธิ,17170.0
,,,ยอดรวม:,701405.0,ยอดรวม:,773398.0


วันที่,ผู้นำจ่าย,จำนวนเงิน,รายการ,สถานะ,ยอดคงเหลือ
2023-03-10 22:37,Seller Balance,592.0,เงินโอนจากคำสั่งซื้อ #2303090VHWN3HD,,60507.0
2023-03-10 17:22,Seller Balance,1385.0,เงินโอนจากคำสั่งซื้อ #230307RX30M040,,59915.0
2023-03-10 15:53,Seller Balance,502.0,เงินโอนจากคำสั่งซื้อ #230307S6XFXEE3,,58530.0
2023-03-10 15:14,Seller Balance,1968.0,เงินโอนจากคำสั่งซื้อ #230307SAQA4TXE,,58028.0
2023-03-10 15:07,Seller Balance,603.0,เงินโอนจากคำสั่งซื้อ #230305MABXFXJR,,56060.0
2023-03-10 14:49,Seller Balance,506.0,เงินโอนจากคำสั่งซื้อ #230306Q481RBP0,,55457.0
2023-03-10 14:26,Seller Balance,3671.0,เงินโอนจากคำสั่งซื้อ #230303DWRGXWCF,,54951.0
2023-03-10 13:32,Seller Balance,1230.0,เงินโอนจากคำสั่งซื้อ #230307SCHW07G4,,51280.0
2023-03-10 13:07,Seller Balance,471.0,เงินโอนจากคำสั่งซื้อ #230307S358BKEY,,50050.0
2023-03-10 12:03,Seller Balance,3583.0,เงินโอนจากคำสั่งซื้อ #230306PHPWR5A4,,49579.0
2023-03-10 07:28,Seller Balance,592.0,เงินโอนจากคำสั่งซื้อ #230307SK6Q7D38,,45996.0
2023-03-10 03:32,Seller Balance,3785.0,เงินโอนจากคำสั่งซื้อ #2302274Q3CXDDW,,45404.0
2023-03-10 03:28,Seller Balance,1778.0,เงินโอนจากคำสั่งซื้อ #2302250DK2WDRR,,41619.0
2023-03-10 03:18,Seller Balance,6478.0,เงินโอนจากคำสั่งซื้อ #23022750J0K3SH,,39841.0
2023-03-09 21:51,Seller Balance,2711.0,เงินโอนจากคำสั่งซื้อ #2302262M9K0EEY,,33363.0
2023-03-09 16:13,Seller Balance,601.0,เงินโอนจากคำสั่งซื้อ #2303019V17WBT9,,30652.0
2023-03-09 15:50,Seller Balance,1188.0,เงินโอนจากคำสั่งซื้อ #230303G2AAUK90,,30051.0
2023-03-09 13:22,Seller Balance,13022.0,เงินโอนจากคำสั่งซื้อ #230303F68UVPR4,,28863.0
2023-03-09 08:52,Seller Balance,1385.0,เงินโอนจากคำสั่งซื้อ #2302287G12HQFF,,15841.0
2023-03-09 04:02,Seller Balance,592.0,เงินโอนจากคำสั่งซื้อ #23022638GN7JCN,,14456.0
2023-03-09 03:46,Seller Balance,914.0,เงินโอนจากคำสั่งซื้อ #2302262X794N8B,,13864.0
2023-03-09 03:09,Seller Balance,4221.0,เงินโอนจากคำสั่งซื้อ #23022750J78H44,,12950.0
2023-03-08 19:44,Seller Balance,914.0,เงินโอนจากคำสั่งซื้อ #230228852CVRVK,,8729.0
2023-03-08 18:17,Seller Balance,5828.0,เงินโอนจากคำสั่งซื้อ #230303DU88QRR3,,7815.0
2023-03-08 08:44,Seller Balance,1987.0,เงินโอนจากคำสั่งซื้อ #230302CPQHDK6M,,1987.0
2023-03-08 07:40,ธนาคาร,-122915.0,การถอนเงินอัตโนมัติ,ทำรายการสำเร็จ,0.0
2023-03-08 04:47,Seller Balance,2447.0,เงินโอนจากคำสั่งซื้อ #23022631Q2EHBX,,122915.0
2023-03-08 01:39,Seller Balance,1726.0,เงินโอนจากคำสั่งซื้อ #230225UUFG57M2,,120468.0
2023-03-08 00:21,Seller Balance,2159.0,เงินโอนจากคำสั่งซื้อ #230302B9R8NNS4,,118742.0
2023-03-07 21:18,Seller Balance,13011.0,เงินโอนจากคำสั่งซื้อ #230303G6TA1G8N,,116583.0
2023-03-07 19:30,Seller Balance,1779.0,เงินโอนจากคำสั่งซื้อ #23022882KYQJMW,,103572.0
2023-03-07 14:44,Seller Balance,742.0,เงินโอนจากคำสั่งซื้อ #230302D09973UD,,101793.0
2023-03-07 12:34,Seller Balance,12925.0,เงินโอนจากคำสั่งซื้อ #230303DUDHJQGX,,101051.0
2023-03-07 06:14,Seller Balance,591.0,เงินโอนจากคำสั่งซื้อ #230224TR0BPDBH,,88126.0
2023-03-07 05:31,Seller Balance,459.0,เงินโอนจากคำสั่งซื้อ #230223RMKEDSGU,,87535.0
2023-03-07 03:28,Seller Balance,2792.0,เงินโอนจากคำสั่งซื้อ #230223RJE8068H,,87076.0
2023-03-07 02:05,Seller Balance,3492.0,เงินโอนจากคำสั่งซื้อ #230222NY2TARHK,,84284.0
2023-03-06 23:17,Seller Balance,4383.0,เงินโอนจากคำสั่งซื้อ #230302DP035S8U,,80792.0
2023-03-06 22:38,Seller Balance,6649.0,เงินโอนจากคำสั่งซื้อ #230303DUQG3A3V,,76409.0
2023-03-06 22:38,Seller Balance,13005.0,เงินโอนจากคำสั่งซื้อ #230303G6QM6K2N,,69760.0
2023-03-06 20:18,Seller Balance,604.0,เงินโอนจากคำสั่งซื้อ #230301AHFJ30MH,,56755.0
2023-03-06 15:25,Seller Balance,753.0,เงินโอนจากคำสั่งซื้อ #230303DUJSCPRP,,56151.0
2023-03-06 12:16,Seller Balance,472.0,เงินโอนจากคำสั่งซื้อ #230304HFT3YRXA,,55398.0
2023-03-06 04:34,Seller Balance,506.0,เงินโอนจากคำสั่งซื้อ #230223R1X6SJKB,,54926.0
2023-03-06 03:33,Seller Balance,1163.0,เงินโอนจากคำสั่งซื้อ #230224TUDD67C2,,54420.0
2023-03-05 20:29,Seller Balance,385.0,เงินโอนจากคำสั่งซื้อ #230301AGC43UDM,,53257.0
2023-03-05 14:05,Seller Balance,1541.0,เงินโอนจากคำสั่งซื้อ #2302261BPAN06B,,52872.0
2023-03-05 13:33,Seller Balance,518.0,เงินโอนจากคำสั่งซื้อ #230303F5Y43YDA,,51331.0
2023-03-05 13:04,Seller Balance,715.0,เงินโอนจากคำสั่งซื้อ #2302274QFCAY3S,,50813.0
2023-03-05 11:58,Seller Balance,781.0,เงินโอนจากคำสั่งซื้อ #230301AJP6YSXX,,50098.0
2023-03-05 11:01,Seller Balance,715.0,เงินโอนจากคำสั่งซื้อ #2302288HQJ27BU,,49317.0
2023-03-05 03:27,Seller Balance,515.0,เงินโอนจากคำสั่งซื้อ #230223RFHXGJNP,,48602.0
2023-03-05 03:21,Seller Balance,917.0,เงินโอนจากคำสั่งซื้อ #230222N5AER1BS,,48087.0
2023-03-04 21:40,Seller Balance,717.0,เงินโอนจากคำสั่งซื้อ #230301A4S006V7,,47170.0
2023-03-04 18:44,Seller Balance,592.0,เงินโอนจากคำสั่งซื้อ #230303EKBGVX0P,,46453.0
2023-03-04 12:46,Seller Balance,1546.0,เงินโอนจากคำสั่งซื้อ #2302275M9E2FB8,,45861.0
2023-03-04 10:22,Seller Balance,1779.0,เงินโอนจากคำสั่งซื้อ #230302CSBB7QTE,,44315.0
2023-03-04 07:34,Seller Balance,472.0,เงินโอนจากคำสั่งซื้อ #2302275PN2FESP,,42536.0
2023-03-04 04:42,Seller Balance,458.0,เงินโอนจากคำสั่งซื้อ #230221KHM57F9W,,42064.0
2023-03-04 03:44,Seller Balance,1267.0,เงินโอนจากคำสั่งซื้อ #230221KMUAUY2B,,41606.0
2023-03-04 03:01,Seller Balance,5196.0,เงินโอนจากคำสั่งซื้อ #230222NPN5FE89,,40339.0
2023-03-04 01:54,Seller Balance,459.0,เงินโอนจากคำสั่งซื้อ #230224TYCFKHMQ,,35143.0
2023-03-04 01:31,Seller Balance,507.0,เงินโอนจากคำสั่งซื้อ #230222NJM268N8,,34684.0
2023-03-03 21:37,Seller Balance,1184.0,เงินโอนจากคำสั่งซื้อ #2302263002UV53,,34177.0
2023-03-03 19:22,Seller Balance,1518.0,เงินโอนจากคำสั่งซื้อ #2302288BAC0RMS,,32993.0
2023-03-03 19:21,Seller Balance,1949.0,เงินโอนจากคำสั่งซื้อ #2302288B8XA6B6,,31475.0
2023-03-03 19:21,Seller Balance,1546.0,เงินโอนจากคำสั่งซื้อ #2302288B9S08TK,,29526.0
2023-03-03 19:21,Seller Balance,1518.0,เงินโอนจากคำสั่งซื้อ #2302288BB5RWG1,,27980.0
2023-03-03 18:11,Seller Balance,2327.0,เงินโอนจากคำสั่งซื้อ #2302288B7KBQ3R,,26462.0
2023-03-03 15:39,Seller Balance,2081.0,เงินโอนจากคำสั่งซื้อ #2302275CPFP3MD,,24135.0
2023-03-03 14:56,Seller Balance,592.0,เงินโอนจากคำสั่งซื้อ #2302263AX3SYAG,,22054.0
2023-03-03 12:16,Seller Balance,1976.0,เงินโอนจากคำสั่งซื้อ #2302275VA4YFT1,,21462.0
2023-03-03 10:56,Seller Balance,514.0,เงินโอนจากคำสั่งซื้อ #2302287GPQTYC9,,19486.0
2023-03-03 08:26,Seller Balance,1507.0,เงินโอนจากคำสั่งซื้อ #23022630N36JHE,,18972.0
2023-03-03 07:10,Seller Balance,471.0,เงินโอนจากคำสั่งซื้อ #2302274UB2130K,,17465.0
2023-03-03 05:23,Seller Balance,600.0,เงินโอนจากคำสั่งซื้อ #230221JXQE8HD4,,16994.0
2023-03-03 04:43,Seller Balance,591.0,เงินโอนจากคำสั่งซื้อ #230221KF6HVQ6H,,16394.0
2023-03-03 04:11,Seller Balance,784.0,เงินโอนจากคำสั่งซื้อ #230218BN2PCUX7,,15803.0
2023-03-03 02:36,Seller Balance,581.0,เงินโอนจากคำสั่งซื้อ #230218BJUTHG6C,,15019.0
2023-03-03 01:32,Seller Balance,2542.0,เงินโอนจากคำสั่งซื้อ #230220H26HYC4A,,14438.0
2023-03-03 01:31,Seller Balance,3784.0,เงินโอนจากคำสั่งซื้อ #230220GPXT73NJ,,11896.0
2023-03-02 21:30,Seller Balance,2110.0,เงินโอนจากคำสั่งซื้อ #2302287N425RDY,,8112.0
2023-03-02 15:25,Seller Balance,714.0,เงินโอนจากคำสั่งซื้อ #2302262UTXU814,,6002.0
2023-03-02 03:06,Seller Balance,506.0,เงินโอนจากคำสั่งซื้อ #2302179C8FHUXH,,5288.0
2023-03-02 02:12,Seller Balance,459.0,เงินโอนจากคำสั่งซื้อ #230220GG3CB88E,,4782.0
2023-03-01 23:31,Seller Balance,1239.0,เงินโอนจากคำสั่งซื้อ #23022635AGX76S,,4323.0
2023-03-01 21:57,Seller Balance,472.0,เงินโอนจากคำสั่งซื้อ #2302262QBU8A0D,,3084.0
2023-03-01 18:18,Seller Balance,2092.0,เงินโอนจากคำสั่งซื้อ #230223S0QJ41AX,,2612.0
2023-03-01 10:21,Seller Balance,520.0,เงินโอนจากคำสั่งซื้อ #230224TYCMCK0H,,520.0
2023-03-01 07:30,ธนาคาร,-116994.0,การถอนเงินอัตโนมัติ,ทำรายการสำเร็จ,0.0
2023-03-01 07:19,Seller Balance,1830.0,เงินโอนจากคำสั่งซื้อ #230224TA8WR8V7,,116994.0
2023-02-28 22:50,Seller Balance,752.0,เงินโอนจากคำสั่งซื้อ #230222P42SP00R,,115164.0
2023-02-28 12:36,Seller Balance,1777.0,เงินโอนจากคำสั่งซื้อ #230221JRP4Q74N,,114412.0
2023-02-28 11:15,Seller Balance,1778.0,เงินโอนจากคำสั่งซื้อ #230223R8HVR05T,,112635.0
2023-02-28 09:00,Seller Balance,1711.0,เงินโอนจากคำสั่งซื้อ #230223S452X0T9,,110857.0
2023-02-28 04:58,Seller Balance,486.0,เงินโอนจากคำสั่งซื้อ #2302167C9M832P,,109146.0
2023-02-28 04:19,Seller Balance,581.0,เงินโอนจากคำสั่งซื้อ #2302166TUCWVMK,,108660.0
2023-02-28 03:37,Seller Balance,1267.0,เงินโอนจากคำสั่งซื้อ #23021796EEPCVR,,108079.0
2023-02-27 23:33,Seller Balance,1172.0,เงินโอนจากคำสั่งซื้อ #230223RN7YJA4Y,,106812.0
2023-02-27 14:18,Seller Balance,1121.0,เงินโอนจากคำสั่งซื้อ #230220GP6AAQMU,,105640.0
2023-02-27 11:40,Seller Balance,592.0,เงินโอนจากคำสั่งซื้อ #230224TFA62TMA,,104519.0
2023-02-27 09:36,Seller Balance,472.0,เงินโอนจากคำสั่งซื้อ #230223QTDSGGS1,,103927.0
2023-02-27 05:16,Seller Balance,14292.0,เงินโอนจากคำสั่งซื้อ #23021679BJEDQE,,103455.0
